task_id,dataset,repetition,reference_correct,candidate_correct,same_content,reference_finish,candidate_finish,reference_tokens,candidate_tokens,latency_ratio_reference_over_candidate,tps_ratio_candidate_over_reference,reference_record,candidate_record,reference_sha256,candidate_sha256
HumanEval/0,humaneval_plus,0,True,True,True,stop,stop,177,177,0.5412085882249904,0.5412085882249904,results/mtp5/concurrency-1/repeat-0/HumanEval_0.json,results/mtp5/concurrency-8/repeat-0/HumanEval_0.json,8e9097599ceb7a8ac8db41a60a8197e42d9a6d13bdeab131b5a4cc979c1a8dcf,0badff4530eb6382636e2877fe2ae1d53b1ca7813a7d6ced98d952573b68b479
HumanEval/1,humaneval_plus,0,True,True,True,stop,stop,230,230,0.5926544339985155,0.5926544339985155,results/mtp5/concurrency-1/repeat-0/HumanEval_1.json,results/mtp5/concurrency-8/repeat-0/HumanEval_1.json,83fe8dd9b3815ddbe6116d5ea7ee0dcd2b07ec8a1b07dcc9178309667ed59dc2,00d51a55cfe62beb965b259ca3985475e28eef9113a2d6aa1f6f24819c14e37f
HumanEval/2,humaneval_plus,0,True,True,True,stop,stop,97,97,0.4692670053254485,0.4692670053254485,results/mtp5/concurrency-1/repeat-0/HumanEval_2.json,results/mtp5/concurrency-8/repeat-0/HumanEval_2.json,216cc3180ed2efc61fdcaf6b484a6e808e1ceba60eb7ad020c25c9c5a6a8bd4f,8d12c9932ad23c05c5826402c38a830649c0159547e144346aa8e7e76f5011ad
HumanEval/3,humaneval_plus,0,True,True,True,stop,stop,157,157,0.544513792176202,0.544513792176202,results/mtp5/concurrency-1/repeat-0/HumanEval_3.json,results/mtp5/concurrency-8/repeat-0/HumanEval_3.json,b03fbed62d4d4081d0fc5d4f208f828d6ee35ebe163d2c7c4e12d13746b30903,aa07e48b7c86d7cec2dc930e095a2cd9a087ed50b5a923aa7248ce21a76b4340
HumanEval/4,humaneval_plus,0,True,True,True,stop,stop,172,172,0.5374771255790555,0.5374771255790556,results/mtp5/concurrency-1/repeat-0/HumanEval_4.json,results/mtp5/concurrency-8/repeat-0/HumanEval_4.json,35c3b0021df38a7f7adf8569e9cecbcc656fa5ecba8cf07d5a676930d9417f19,87f6537657d8df917166b3e22dd824c3c880a518d7da5ad1589ae2bd68f14ee8
HumanEval/5,humaneval_plus,0,True,True,True,stop,stop,154,154,0.5421346689443258,0.5421346689443259,results/mtp5/concurrency-1/repeat-0/HumanEval_5.json,results/mtp5/concurrency-8/repeat-0/HumanEval_5.json,e7d7684125f4798727ef1f62bd8e1552a67cd7191990958af83af6df5b422fc5,e99b28335947de2ae7bfd2c7aa3ae0fa90addcf82769d5f2d2c559615825ce70
HumanEval/6,humaneval_plus,0,True,True,True,stop,stop,229,229,0.5908256597250449,0.5908256597250449,results/mtp5/concurrency-1/repeat-0/HumanEval_6.json,results/mtp5/concurrency-8/repeat-0/HumanEval_6.json,367dcd1b2d56cda3caa93659e4f2161e5086f3f805513bcc5a52300a041d600d,16d395c0f7d6cacc926cfa2b662183d39f0a21c9948a8e663782cb0825464937
HumanEval/7,humaneval_plus,0,True,True,True,stop,stop,112,112,0.4941370814124346,0.4941370814124347,results/mtp5/concurrency-1/repeat-0/HumanEval_7.json,results/mtp5/concurrency-8/repeat-0/HumanEval_7.json,2bfe4d1d2336fb8c401fd95c9d43e3cba53dcd394e367b45ea6129bdd5472e3e,2bc4315b47bdbe58f2800b5d5a216e4a8821c97623276964215290c505cc153f
HumanEval/8,humaneval_plus,0,True,True,True,stop,stop,163,163,0.733803730999915,0.733803730999915,results/mtp5/concurrency-1/repeat-0/HumanEval_8.json,results/mtp5/concurrency-8/repeat-0/HumanEval_8.json,c4c72d8444e81fd7e2f72aa74561ce72dc1ba1a2358f72bf8a3867443dbf3bc4,9dc47687f936cae4147db97cdf0e6b7e20c129471e57b104d46c2619ee4e4933
HumanEval/9,humaneval_plus,0,True,True,True,stop,stop,162,162,0.7361266156970898,0.7361266156970897,results/mtp5/concurrency-1/repeat-0/HumanEval_9.json,results/mtp5/concurrency-8/repeat-0/HumanEval_9.json,45f273191a28e628dec39971f3fb9957ba62dfbdcab3014f2d499ec18cde46e1,2652eea779ccbf2177c8ecb65627e2a705c8e7657b81b024d0b00c620bfb1395
HumanEval/10,humaneval_plus,0,True,True,False,stop,stop,323,325,0.7247483599011222,0.7292359658447823,results/mtp5/concurrency-1/repeat-0/HumanEval_10.json,results/mtp5/concurrency-8/repeat-0/HumanEval_10.json,2dc6a7a3fdafbda20faec038389e5b5b36469d01bfa34ddc94626d3448212243,a9b23cff541561ff493819664e28a8f4b79a92b2244163f016ec1ca458960af1
HumanEval/11,humaneval_plus,0,True,True,True,stop,stop,140,140,0.6962455426436016,0.6962455426436016,results/mtp5/concurrency-1/repeat-0/HumanEval_11.json,results/mtp5/concurrency-8/repeat-0/HumanEval_11.json,40c9cac9e17a501aebfb239b303df7550bd0d7e45f4ffa7283abb8502f31704e,06b8ad400fbb43f2ae85990c60021e1dfb0a9967e9b770e0045ff5f64b2915ac
HumanEval/12,humaneval_plus,0,True,True,True,stop,stop,161,161,0.731190315253147,0.7311903152531469,results/mtp5/concurrency-1/repeat-0/HumanEval_12.json,results/mtp5/concurrency-8/repeat-0/HumanEval_12.json,42b9dbc5281d9ec7adad38d3687c79bb107559d901d6810c954f39263d475229,05c9831270a5eb8b98fba3d8584f7b29a0fd48ef8e74432b91e384f702c69235
HumanEval/13,humaneval_plus,0,True,True,True,stop,stop,109,109,0.7499497820332546,0.7499497820332546,results/mtp5/concurrency-1/repeat-0/HumanEval_13.json,results/mtp5/concurrency-8/repeat-0/HumanEval_13.json,c7f69cd4e18d4d681ca4fe2bd8619691df1fdd507dc3e0807ca943b495191536,aeb10d02381e0e282e7de8bbb20658d514b2ada66fbd68df503cf9c1c3cfbdfa
HumanEval/14,humaneval_plus,0,True,True,False,stop,stop,95,79,0.8174755306902504,0.6797954413108398,results/mtp5/concurrency-1/repeat-0/HumanEval_14.json,results/mtp5/concurrency-8/repeat-0/HumanEval_14.json,c919297a92c9e0ff8c3fa1f784a259b549e6d6d42e4d39367223eeb8b87fdf9c,c3f96d4db2b0b7a779aea76df22ed65f624c77031398161234069c7191762197
